Año;Time End;Sexo;País;En caso de ser Español, ¿cuál  es su provincia de procedencia?;Con quién viaja (sólo una opción);Duración de la estancia en Madrid;Con quién viaja (sólo una opción) - Observaciones;Número de informadores turísticos que están atendiendo;¿Ha buscado información sobre la ciudad de Madrid antes de venir? ¿A través de qué medio? - Observaciones;Oferta de idiomas;Satisfacción con la infromación facilitada sobre Visitas Guiadas;Observaciones;¿Cómo ha localizado los SAIT?;¿Cuál es el motivo de su visita a la Ciudad de Madrid? - Observaciones;Trato y amabilidad;Conocimiento del idioma utilizado por parte del personal;Satisfacción con la información facilitada;Utilidad de la información facilitada;Tiempo de espera para ser atendido;Orden y limpieza;Localización de las instalaciones;¿Cuál es su nivel global de satisfacción con el Servicio de Atención e Información Turística?;Horario de atención al público;¿Volvería a utilizar este servicio?;Mobiliario (sólo Centros de Turismo);Iluminación (sólo Centros de Turismo);Contenido de los folletos;¿ En qué medio de transporte ha llegado a Madrid? - Observaciones;Plano de la ciudad;¿Ha buscado información sobre la ciudad de Madrid antes de venir? ¿A través de qué medio?;Ruido ambiental;Disponibilidad de folletos en el idioma del usuario;Edad;¿Cómo ha localizado los SAIT? - Observaciones;¿Cuál es el motivo de su visita a la Ciudad de Madrid?;Claridad del lenguaje utilizado;Adecuación de los folletos a la información solicitada;Distribución del espacio (sólo Centros de Turismo;Satisfacción con el Horario de atención al público;¿Qué instalaciones del Servicio de Atención e Información Turística ha visitado? (Seleccione todas las opciones que correspondan);¿ En qué medio de transporte ha llegado a Madrid?;Aspecto del personal de atención (vestimenta, aseo, identificación);Señalización informativa
2023;45094;Hombre;España;Zaragoza;Con amigos;2 noches;;10;facebook, instagram;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;9;Guías turísticas publicadas sobre la ciudad;10;10;15-24;;Ocio, recreo y vacaciones;10;10;10;10;PIT de CentroCentro;Tren;10;10
2023;45094;Mujer;España;Burgos;En familia;2 noches;;10;amigos;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Otros (Indicar);10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT de CentroCentro;Tren;10;9
2023;45094;Mujer;Italia;;En pareja;2 noches;;10;;10;10;más folletos en italiano;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;9;10;Sí;10;10;10;;10;Guías turísticas publicadas sobre la ciudad;10;7;25-44;;Ocio, recreo y vacaciones;10;10;10;10;PIT de CentroCentro;Avión;10;10
2023;45094;Mujer;España;Gerona;Con amigos;2 noches;;9;;8;8;;Los ha encontrado en su recorrido;;9;8;8;8;9;8;10;9;9;Sí;8;8;8;;9;No ha buscado información;8;7;25-44;;Ocio, recreo y vacaciones;8;8;8;9;Centro de Turismo de la Plaza Mayor;Avión;9;8
2023;45094;Hombre;España;Madrid;Residente;Residente;;9;;8;NS/NC;;Los ha encontrado en su recorrido;;8;8;9;9;8;9;9;9;9;Sí;9;9;8;;9;No ha buscado información;8;9;45-64;;Residente;8;8;9;9;Centro de Turismo de la Plaza Mayor;Residente;9;8
2023;45094;Mujer;España;Valencia;En pareja;2 noches;;8;;NS/NC;8;;Los ha encontrado en su recorrido;;9;9;9;3;8;8;9;10;8;Sí;9;8;8;;9;No ha buscado información;8;8;25-44;;Ocio, recreo y vacaciones;8;9;8;6;PIT Palacio Real;Autobús;8;7
2023;45094;Hombre;España;Valencia;En familia;2 noches;;10;;NS/NC;NS/NC;;Los había visto anteriormente;;10;NS/NC;10;10;10;9;10;NS/NC;10;Sí;8;9;NS/NC;;10;No ha buscado información;7;NS/NC;15-24;;Ocio, recreo y vacaciones;;NS/NC;8;9;Centro de Turismo de la Plaza Mayor;Tren;10;8
2023;45094;Mujer;España;Madrid;Residente;Residente;;5;;3;7;;Los había visto anteriormente;;8;8;9;9;6;8;7;7;8;Sí;8;8;6;;7;Guías turísticas publicadas sobre la ciudad;6;7;25-44;;Familia;9;6;9;8;Centro de Turismo de la Plaza Mayor;Autobús;8;8
2023;45094;Mujer;España;Pontevedra;Con amigos;3 noches;;5;esmadrid;4;8;;Tenía información previa de su ubicación;;8;8;8;9;4;7;7;8;7;Sí;8;7;7;;7;Internet/web (Indicar páginas);7;9;25-44;google;Cultura;9;8;7;8;Centro de Turismo de la Plaza Mayor;Tren;9;8
2023;45095;Mujer;España;Madrid;Residente;Residente;;10;;10;10;;Tenía información previa de su ubicación;;9;9;10;10;10;10;10;10;10;Sí;NS/NC;10;10;;10;No ha buscado información;7;10;45-64;trabaja en la terminal;Negocios;9;10;NS/NC;10;PIT del Aeropuerto T-4;Residente;10;7
2023;45095;Hombre;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;7;10;45-64;;Residente;10;10;NS/NC;10;PIT del Aeropuerto T-4;Residente;10;NS/NC
2023;45095;Mujer;España;Madrid;Residente;Residente;;7;Instagram;10;NS/NC;;Los había visto anteriormente;;10;NS/NC;10;10;6;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;Otros (Indicar);8;NS/NC;25-44;;Residente;10;NS/NC;NS/NC;10;PIT del Aeropuerto T-4;Residente;NS/NC;NS/NC
2023;45095;Hombre;España;Barcelona;En pareja;3 noches;;10;RRSS;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;Otros (Indicar);8;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT de Atocha;Avión;10;NS/NC
2023;45095;Mujer;Colombia;;En pareja;De 1 a 2 semanas;;10;amigos;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;Otros (Indicar);7;10;25-44;;Cultura;10;10;NS/NC;10;PIT del Aeropuerto T-4;Avión;10;8
2023;45095;Mujer;España;Madrid;En pareja;Residente;;9;;NS/NC;NS/NC;;Los había visto anteriormente;;10;10;10;10;9;9;9;10;10;Sí;8;9;10;;9;No ha buscado información;8;10;45-64;;Residente;10;9;9;10;PIT de Callao;Residente;9;9
2023;45095;Mujer;España;Valencia;En pareja;1 noche;;10;booking;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;NS/NC;;10;Internet/web (Indicar páginas);8;NS/NC;45-64;;Tránsito;10;NS/NC;NS/NC;10;PIT del Aeropuerto T-2;Avión;10;10
2023;45095;Hombre;España;Barcelona;En pareja;3 noches;;9;;9;10;;Los ha encontrado en su recorrido;;10;10;10;9;9;9;9;9;8;Sí;9;9;9;;9;No ha buscado información;7;9;25-44;;Ocio, recreo y vacaciones;10;9;9;9;PIT Palacio Real;Avión;10;9
2023;45095;Mujer;España;Madrid;Sólo;Residente;;10;;10;NS/NC;Le gustaría más folletos en papel como el programa de Veranos de la Villa. La gente mayor no se maneja con internet.;Los había visto anteriormente;;10;10;10;10;10;10;10;8;10;Sí;7;9;7;;10;No ha buscado información;3;10;+65;;Residente;10;7;8;10;PIT Cuesta de Moyano;Residente;10;7
2023;45095;Mujer;España;Barcelona;En pareja;2 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;9;10;10;Sí;9;9;9;;9;No ha buscado información;7;10;25-44;;Ocio, recreo y vacaciones;10;9;9;10;PIT del Paseo del Prado;Tren;10;9
2023;45095;Mujer;España;Madrid;En familia;Residente;;9;;NS/NC;NS/NC;;Los había visto anteriormente;;9;10;9;9;9;9;9;9;9;Sí;8;9;9;;9;No ha buscado información;7;9;45-64;;Residente;10;9;9;9;PIT de Callao;Residente;9;9
2023;45095;Hombre;España;Santa Cruz de Tenerife;En familia;De 4 a 7 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;10;9;10;Sí;10;9;8;;8;No ha buscado información;7;10;45-64;;Ocio, recreo y vacaciones;10;8;9;9;PIT del Paseo del Prado;Avión;10;8
2023;45095;Hombre;España;La Coruña;Sólo;2 noches;;7;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;7;10;10;10;10;Sí;NS/NC;NS/NC;NS/NC;;NS/NC;No ha buscado información;7;8;25-44;;Salud;10;NS/NC;NS/NC;10;PIT del Aeropuerto T-2;Avión;NS/NC;10
2023;45095;Mujer;España;Guipúzcoa;En pareja;2 noches;;10;;9;NS/NC;;Los ha encontrado en su recorrido;;9;9;10;10;9;9;9;10;10;Sí;9;9;10;;10;No ha buscado información;9;10;25-44;;Ocio, recreo y vacaciones;10;10;9;9;PIT del Paseo del Prado;Autobús;10;9
2023;45095;Hombre;España;Asturias;En pareja;3 noches;;9;;9;9;;Los ha encontrado en su recorrido;;10;10;10;9;9;9;8;9;9;Sí;8;9;9;;9;No ha buscado información;7;9;45-64;;Ocio, recreo y vacaciones;10;9;8;9;PIT Palacio Real;Coche particular;10;9
2023;45095;Mujer;España;Madrid;Residente;Residente;;9;;9;8;;Los había visto anteriormente;;9;9;9;9;8;9;10;9;9;Sí;9;9;8;;8;No ha buscado información;8;8;25-44;;Residente;8;9;10;9;Centro de Turismo de la Plaza Mayor;Residente;8;8
2023;45095;Mujer;España;Santa Cruz de Tenerife;En familia;De 4 a 7 noches;;10;instagram, booking, blogs;10;NS/NC;Usuaria se queja de que en el PIT pone que somos Comunidad y Ayuntamiento y no tenemos info de Comunidad.;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;8;10;Sí;NS/NC;NS/NC;7;;10;Internet/web (Indicar páginas);7;6;45-64;;Cultura;10;8;NS/NC;10;PIT del Aeropuerto T-2;Avión;NS/NC;3
2023;45095;Mujer;España;Madrid;Residente;Residente;;9;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;9;9;8;9;9;Sí;10;10;10;;9;No ha buscado información;10;10;+65;;Residente;10;10;8;9;PIT Cuesta de Moyano;Residente;10;9
2023;45095;Mujer;España;Alicante;En pareja;2 noches;;10;;10;1;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;9;10;10;Sí;9;9;10;;10;No ha buscado información;9;10;25-44;;Estudios;10;10;1;9;PIT del Paseo del Prado;Tren;10;9
2023;45095;Mujer;España;Zaragoza;En familia;Excursionista;;9;;9;9;;Los ha encontrado en su recorrido;;8;9;8;9;9;9;10;10;8;Sí;10;9;9;;8;No ha buscado información;8;9;25-44;;Ocio, recreo y vacaciones;8;9;9;8;Centro de Turismo de la Plaza Mayor;Tren;10;8
2023;45095;Hombre;España;Guipúzcoa;Sólo;1 noche;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;PIT del Paseo del Prado;Coche particular;10;10
2023;45095;Hombre;España;Ávila;En familia;Excursionista;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;+65;;Familia;10;10;10;10;PIT del Paseo del Prado;Coche particular;10;10
2023;45095;Hombre;España;Madrid;Residente;Residente;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;8;10;Sí;9;10;9;;9;No ha buscado información;10;10;45-64;;Residente;10;10;8;10;PIT Cuesta de Moyano;Residente;10;9
2023;45095;Mujer;España;Madrid;Con amigos;Residente;;9;;NS/NC;NS/NC;;Los había visto anteriormente;;10;10;10;10;9;10;10;10;10;Sí;9;9;10;;9;No ha buscado información;9;10;+65;;Residente;10;10;9;10;PIT de Callao;Residente;10;10
2023;45095;Hombre;España;Barcelona;En familia;3 noches;;9;trivago;5;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;10;10;8;9;10;9;Sí;8;9;7;;10;Internet/web (Indicar páginas);9;8;45-64;;Ocio, recreo y vacaciones;10;9;9;9;PIT de Atocha;Tren;10;8
2023;45095;Mujer;España;Valladolid;En pareja;3 noches;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;8;10;Sí;10;10;10;;10;No ha buscado información;10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Tren;10;10
2023;45095;Hombre;España;La Coruña;En pareja;De 4 a 7 noches;;9;;9;10;;Los había visto anteriormente;;10;10;10;10;9;9;8;9;9;Sí;8;9;9;;9;No ha buscado información;7;8;45-64;;Ocio, recreo y vacaciones;10;9;8;9;PIT Palacio Real;Avión;10;9
2023;45095;Mujer;España;Madrid;Sólo;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;8;10;8;10;9;8;Sí;8;8;7;;6;No ha buscado información;10;10;+65;;Tránsito;10;7;8;10;PIT de Estadio Santiago Bernabéu;Residente;10;8
2023;45095;Hombre;España;Barcelona;En familia;3 noches;;9;;9;NS/NC;;Los había visto anteriormente;;9;9;9;8;8;8;10;9;9;Sí;8;NS/NC;9;;9;No ha buscado información;8;8;45-64;;Familia;9;8;NS/NC;8;PIT de CentroCentro;Tren;9;8
2023;45095;Hombre;España;Madrid;Residente;Residente;;6;;NS/NC;6;;Los había visto anteriormente;;10;10;10;10;6;10;10;7;10;Sí;10;10;4;;NS/NC;Teléfono;5;1;+65;;Residente;10;2;10;10;Centro de Turismo de la Plaza Mayor;Residente;6;10
2023;45095;Mujer;España;Madrid;Residente;Residente;;6;;NS/NC;6;El uniforme es poco profesional;Los había visto anteriormente;;10;10;10;9;6;9;10;8;10;Sí;10;7;5;;6;No ha buscado información;5;1;+65;;Residente;10;3;10;10;Centro de Turismo de la Plaza Mayor;Residente;7;5
2023;45095;Mujer;España;Madrid;Residente;Residente;;6;;NS/NC;2;Debe haber visitas guiadas también para el público en general;Los había visto anteriormente;;10;10;10;10;6;9;10;8;10;Sí;10;6;7;;9;No ha buscado información;5;2;+65;;Residente;10;7;10;10;Centro de Turismo de la Plaza Mayor;Residente;8;5
2023;45095;Hombre;España;Madrid;Residente;Residente;;8;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;8;9;7;8;9;Sí;7;10;9;;9;No ha buscado información;9;10;45-64;;Residente;10;10;7;9;PIT Cuesta de Moyano;Residente;10;7
2023;45095;Mujer;España;Valladolid;En pareja;2 noches;;10;esmadrid.com;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;8;10;9;10;Sí;8;6;9;;10;Internet/web (Indicar páginas);9;8;+65;;Ocio, recreo y vacaciones;10;10;9;10;;Autobús;10;8
2023;45095;Hombre;España;Toledo;En pareja;2 noches;;9;;9;5;;Los había visto anteriormente;;10;10;10;10;9;9;9;9;9;Sí;9;9;9;;9;No ha buscado información;9;9;25-44;;Ocio, recreo y vacaciones;10;9;9;9;Centro de Turismo de la Plaza Mayor;Tren;10;9
2023;45095;Hombre;Brasil;;En pareja;De 4 a 7 noches;;8;;8;8;;Los ha encontrado en su recorrido;;8;9;8;9;9;8;10;9;8;Sí;10;9;8;;8;No ha buscado información;9;9;45-64;;Ocio, recreo y vacaciones;8;8;10;8;Centro de Turismo de la Plaza Mayor;Tren;8;9
2023;45095;Mujer;España;Madrid;En pareja;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;8;9;10;10;10;10;10;Sí;7;7;7;;7;No ha buscado información;6;7;45-64;;Tránsito;10;7;7;10;PIT de Estadio Santiago Bernabéu;Residente;10;7
2023;45095;Mujer;México;;En pareja;De 4 a 7 noches;;NS/NC;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;9;10;9;Sí;NS/NC;NS/NC;NS/NC;;10;Guías turísticas publicadas sobre la ciudad;7;NS/NC;45-64;;Cultura;10;NS/NC;NS/NC;9;PIT de Atocha;Avión;10;10
2023;45095;Hombre;España;Madrid;Con amigos;Residente;;10;;10;8;;Los había visto anteriormente;;10;10;10;9;10;9;10;9;10;Sí;8;8;8;;8;No ha buscado información;10;8;+65;;Tránsito;10;8;8;10;PIT de Estadio Santiago Bernabéu;Residente;10;8
2023;45095;Mujer;Australia;;Con amigos;3 noches;;8;blogs;9;9;;Los ha encontrado en su recorrido;;9;9;9;9;10;9;6;9;8;Sí;NS/NC;NS/NC;9;;9;Guías turísticas publicadas sobre la ciudad;8;8;45-64;;Ocio, recreo y vacaciones;9;9;NS/NC;9;;Avión;9;6
2023;45095;Mujer;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;9;9;9;9;Sí;9;9;9;;9;No ha buscado información;9;9;45-64;;Residente;10;9;9;10;PIT de CentroCentro;Residente;10;9
2023;45095;Mujer;España;Madrid;Residente;Residente;;10;;10;7;Sugiere que vuelvan las Visitas Originales;Los había visto anteriormente;;10;10;9;10;10;9;10;10;10;Sí;10;8;10;;10;No ha buscado información;2;10;45-64;;Residente;10;10;10;9;PIT de Callao;Residente;10;10
2023;45095;Hombre;España;Madrid;En familia;De 4 a 7 noches;;10;google;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Internet/web (Indicar páginas);8;10;45-64;;Cultura;10;10;10;10;PIT de Callao;Tren;10;10
2023;45095;Mujer;España;Madrid;Residente;Residente;;9;RRSS;9;NS/NC;;Los había visto anteriormente;;8;8;8;8;9;9;10;8;9;Sí;NS/NC;NS/NC;9;;9;Internet/web (Indicar páginas);5;9;25-44;;Residente;8;9;NS/NC;9;;Residente;9;7
2023;45095;Mujer;México;;En familia;De 4 a 7 noches;;9;tripadvicer;10;10;;Los ha encontrado en su recorrido;;10;9;9;9;9;6;10;10;10;Sí;10;9;10;;9;Internet/web (Indicar páginas);10;9;45-64;;Estudios;10;10;10;10;PIT de Atocha;Avión;10;10
2023;45095;Mujer;España;;En familia;Residente;;10;;NS/NC;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;9;Sí;NS/NC;NS/NC;9;;10;No ha buscado información;8;10;25-44;;Familia;10;10;NS/NC;9;PIT Cuesta de Moyano;Residente;10;NS/NC
2023;45095;Hombre;Estados Unidos;;En familia;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Guías turísticas publicadas sobre la ciudad;10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;;Avión;10;10
2023;45095;Hombre;España;Madrid;Residente;Residente;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;NS/NC;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;NS/NC;10;45-64;;Residente;10;10;NS/NC;10;PIT Cuesta de Moyano;Residente;10;10
2023;45095;Mujer;España;Madrid;Residente;Residente;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;NS/NC;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;NS/NC;10;25-44;;Residente;10;10;NS/NC;10;PIT Cuesta de Moyano;Residente;10;10
2023;45095;Hombre;España;Madrid;Residente;Residente;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;NS/NC;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;NS/NC;10;25-44;;Residente;10;10;NS/NC;10;PIT Cuesta de Moyano;Residente;10;NS/NC
2023;45095;Hombre;España;Salamanca;Sólo;3 noches;;NS/NC;;NS/NC;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;NS/NC;9;9;NS/NC;Sí;NS/NC;NS/NC;NS/NC;;10;Guías turísticas publicadas sobre la ciudad;10;10;45-64;;Cultura;10;NS/NC;NS/NC;10;PIT de Atocha;Coche particular;10;9
2023;45095;Hombre;España;Madrid;Residente;Residente;;8;;9;NS/NC;;Los había visto anteriormente;;8;10;9;9;8;9;8;9;9;Sí;NS/NC;NS/NC;NS/NC;;NS/NC;No ha buscado información;8;NS/NC;25-44;;Residente;9;NS/NC;NS/NC;9;PIT de Atocha;Residente;8;8
2023;45095;Mujer;España;Barcelona;En pareja;3 noches;;1;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;9;10;9;9;9;8;8;9;8;Sí;7;7;9;;9;No ha buscado información;6;10;45-64;;Ocio, recreo y vacaciones;10;9;7;8;PIT del Paseo del Prado;Tren;9;7
2023;45095;Mujer;España;Madrid;En pareja;Residente;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;9;10;45-64;;Ocio, recreo y vacaciones;10;10;NS/NC;9;PIT Palacio Real;Residente;10;9
2023;45095;Hombre;España;Málaga;En pareja;3 noches;;9;esmadrid;9;9;;Los ha encontrado en su recorrido;;9;9;9;9;8;9;10;9;9;Sí;8;8;8;;9;Internet/web (Indicar páginas);7;8;45-64;;Ocio, recreo y vacaciones;9;8;8;9;PIT Palacio Real;Coche particular;9;9
2023;45095;Mujer;Cuba;Toledo;Con amigos;De 4 a 7 noches;;8;;9;9;;Los ha encontrado en su recorrido;;9;9;9;9;8;8;9;9;9;Sí;8;9;8;;9;Guías turísticas publicadas sobre la ciudad;6;8;25-44;;Ocio, recreo y vacaciones;9;8;8;9;PIT Palacio Real;Avión;9;8
2023;45095;Mujer;España;Barcelona;En pareja;De 4 a 7 noches;;9;;9;9;;Los había visto anteriormente;;9;9;9;9;9;8;9;9;9;Sí;8;9;9;;9;No ha buscado información;7;9;25-44;;Ocio, recreo y vacaciones;9;9;8;9;PIT Palacio Real;Tren;9;8
2023;45095;Hombre;España;Madrid;En pareja;Residente;;10;;10;8;;Los había visto anteriormente;;10;9;10;10;10;8;10;10;10;Sí;10;NS/NC;9;;9;No ha buscado información;8;9;15-24;;Ocio, recreo y vacaciones;10;9;NS/NC;8;PIT Palacio Real;Residente;10;10
2023;45095;Hombre;España;Valencia;Con amigos;2 noches;;9;;9;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;9;9;9;9;9;No;NS/NC;NS/NC;9;;9;No ha buscado información;9;9;15-24;;Noche;9;9;NS/NC;9;PIT de Atocha;Tren;9;9
2023;45095;Mujer;España;Madrid;Residente;Residente;;10;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;9;No ha buscado información;10;10;45-64;;Residente;10;10;10;10;PIT de CentroCentro;Residente;10;10
2023;45095;Mujer;Brasil;;En pareja;3 noches;;10;instagram;10;NS/NC;Más folletos en portugués;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;9;10;Sí;10;10;10;;10;Guías turísticas publicadas sobre la ciudad;10;6;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT de CentroCentro;Avión;10;10
2023;45095;Mujer;Francia;;Sólo;2 noches;;10;boca a boca;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Otros (Indicar);10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;PIT de Callao;Avión;10;10
2023;45095;Hombre;España;Madrid;Residente;Residente;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Teléfono;10;10;45-64;;Residente;10;10;10;10;PIT de Callao;Residente;10;10
2023;45095;Mujer;Austria;;Sólo;De 1 a 2 semanas;;10;;10;10;Es originaria de Madrid.;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Familia;10;10;10;10;PIT de Callao;Avión;10;10
2023;45095;Hombre;Países Bajos;;En pareja;De 4 a 7 noches;;9;madrid.es;9;9;;Los ha encontrado en su recorrido;;9;9;9;9;9;9;10;9;9;Sí;NS/NC;NS/NC;9;;9;Internet/web (Indicar páginas);9;9;25-44;;Ocio, recreo y vacaciones;9;9;NS/NC;9;PIT Palacio Real;Avión;9;9
2023;45095;Hombre;España;Cádiz;En pareja;3 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;PIT del Paseo del Prado;Tren;10;10
2023;45095;Mujer;España;Madrid;Residente;Residente;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;+65;;Residente;10;10;10;10;PIT Cuesta de Moyano;Residente;10;10
2023;45095;Hombre;España;Alicante;En pareja;De 4 a 7 noches;;10;Google;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Internet/web (Indicar páginas);10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;PIT de Callao;Tren;10;10
2023;45095;Hombre;España;Madrid;Residente;Residente;;10;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;10;10;+65;;Residente;10;10;NS/NC;10;PIT de Atocha;Residente;10;10
2023;45095;Mujer;España;Madrid;Residente;Residente;;NS/NC;;NS/NC;NS/NC;;Los había visto anteriormente;;10;10;10;9;10;10;9;10;10;Sí;10;10;NS/NC;;10;No ha buscado información;9;10;15-24;;Residente;10;NS/NC;10;10;PIT de Atocha;Residente;10;9
2023;45095;Mujer;España;Orense;En pareja;2 noches;;10;amigos;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;9;10;10;;10;Otros (Indicar);10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;PIT de CentroCentro;Tren;10;10
2023;45095;Hombre;España;Madrid;Residente;Residente;;2;;NS/NC;NS/NC;;Los había visto anteriormente;;9;9;9;9;9;8;8;9;8;Sí;8;7;9;;9;No ha buscado información;5;9;45-64;;Residente;9;8;8;7;PIT del Paseo del Prado;Residente;9;7
2023;45095;Mujer;España;Islas Baleares;En pareja;3 noches;;7;;8;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;7;7;9;8;7;Sí;NS/NC;NS/NC;NS/NC;;9;No ha buscado información;4;NS/NC;25-44;;Ocio, recreo y vacaciones;10;NS/NC;NS/NC;7;PIT del Aeropuerto T-4;Avión;10;6
2023;45095;Mujer;España;Guipúzcoa;En familia;3 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;PIT del Paseo del Prado;Avión;10;10
2023;45095;Hombre;España;Vizcaya;En pareja;1 noche;;8;;8;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;8;9;8;9;8;Sí;NS/NC;NS/NC;9;;9;No ha buscado información;9;9;45-64;;Ocio, recreo y vacaciones;10;9;NS/NC;7;PIT del Aeropuerto T-4;Avión;10;7
2023;45095;Hombre;España;Madrid;Residente;Residente;;8;;8;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;8;8;8;9;8;Sí;NS/NC;NS/NC;8;;8;No ha buscado información;7;8;45-64;;Residente;10;8;NS/NC;7;PIT del Aeropuerto T-4;Residente;10;7
2023;45095;Mujer;España;Cáceres;En familia;3 noches;;10;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;10;NS/NC;10;10;10;10;10;9;10;Sí;9;10;10;;10;No ha buscado información;10;NS/NC;25-44;;Familia;10;10;9;10;Centro de Turismo de la Plaza Mayor;Coche particular;10;10
2023;45095;Hombre;Argentina;;Con amigos;3 noches;;1;Blogs de viaje, Youtube;3;NS/NC;;Los ha encontrado en su recorrido;;7;10;10;10;1;9;8;8;9;Sí;9;8;8;;9;Internet/web (Indicar páginas);9;5;25-44;;Ocio, recreo y vacaciones;9;9;9;10;PIT de Estadio Santiago Bernabéu;Avión;9;8
