Año;Time End;Sexo;País;En caso de ser Español, ¿cuál  es su provincia de procedencia?;Con quién viaja (sólo una opción);Duración de la estancia en Madrid;Con quién viaja (sólo una opción) - Observaciones;Número de informadores turísticos que están atendiendo;¿Ha buscado información sobre la ciudad de Madrid antes de venir? ¿A través de qué medio? - Observaciones;Oferta de idiomas;Satisfacción con la infromación facilitada sobre Visitas Guiadas;Observaciones;¿Cómo ha localizado los SAIT?;¿Cuál es el motivo de su visita a la Ciudad de Madrid? - Observaciones;Trato y amabilidad;Conocimiento del idioma utilizado por parte del personal;Satisfacción con la información facilitada;Utilidad de la información facilitada;Tiempo de espera para ser atendido;Orden y limpieza;Localización de las instalaciones;¿Cuál es su nivel global de satisfacción con el Servicio de Atención e Información Turística?;Horario de atención al público;¿Volvería a utilizar este servicio?;Mobiliario (sólo Centros de Turismo);Iluminación (sólo Centros de Turismo);Contenido de los folletos;¿ En qué medio de transporte ha llegado a Madrid? - Observaciones;Plano de la ciudad;¿Ha buscado información sobre la ciudad de Madrid antes de venir? ¿A través de qué medio?;Ruido ambiental;Disponibilidad de folletos en el idioma del usuario;Edad;¿Cómo ha localizado los SAIT? - Observaciones;¿Cuál es el motivo de su visita a la Ciudad de Madrid?;Claridad del lenguaje utilizado;Adecuación de los folletos a la información solicitada;Distribución del espacio (sólo Centros de Turismo;Satisfacción con el Horario de atención al público;¿Qué instalaciones del Servicio de Atención e Información Turística ha visitado? (Seleccione todas las opciones que correspondan);¿ En qué medio de transporte ha llegado a Madrid?;Aspecto del personal de atención (vestimenta, aseo, identificación);Señalización informativa
2023;44998;Mujer;España;Córdoba;En pareja;3 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;8;10;+65;;Familia;10;10;NS/NC;10;PIT Cuesta de Moyano;Tren;10;8
2023;44998;Mujer;Irlanda;;En pareja;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;10
2023;44998;Mujer;Reino Unido;;En pareja;2 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;10
2023;44998;Hombre;Italia;;En pareja;3 noches;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;8;6;9;9;10;Sí;8;8;9;;9;No ha buscado información;7;9;25-44;;Ocio, recreo y vacaciones;10;9;8;7;Centro de Turismo de la Plaza Mayor;Avión;10;8
2023;44998;Mujer;Países Bajos;;En pareja;De 4 a 7 noches;;8;;8;NS/NC;;Los ha encontrado en su recorrido;;10;9;10;9;8;9;9;9;9;Sí;8;7;9;;8;Guías turísticas publicadas sobre la ciudad;7;8;45-64;;Ocio, recreo y vacaciones;9;8;8;9;PIT del Aeropuerto T-2;Avión;9;9
2023;44998;Mujer;España;Las Palmas;Con amigos;3 noches;;6;;8;10;;Los había visto anteriormente;;10;10;10;10;6;6;6;8;10;Sí;6;6;7;;10;Guías turísticas publicadas sobre la ciudad;6;3;+65;;Ocio, recreo y vacaciones;10;3;6;10;Centro de Turismo de la Plaza Mayor;Avión;10;6
2023;44998;Mujer;Argentina;;Sólo;2 noches;;10;esmadrid;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;8;10;10;10;Sí;NS/NC;NS/NC;10;;10;Internet/web (Indicar páginas);7;8;+65;;Ocio, recreo y vacaciones;10;10;NS/NC;10;;Avión;9;7
2023;44998;Mujer;Francia;;En pareja;3 noches;;10;booking, esmadrid;10;10;;Los ha encontrado en su recorrido;André Rieu;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Internet/web (Indicar páginas);10;10;+65;;Ver un espectáculo en particular (Indicar cuál);10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;10
2023;44998;Mujer;España;Islas Baleares;En pareja;De 4 a 7 noches;;8;;NS/NC;NS/NC;;Los había visto anteriormente;;10;10;10;10;8;9;10;10;10;Sí;8;7;10;;9;No ha buscado información;7;10;45-64;;Ocio, recreo y vacaciones;10;10;8;10;PIT del Aeropuerto T-2;Avión;10;9
2023;44998;Hombre;España;Madrid;Residente;Residente;;9;;9;10;;Los había visto anteriormente;;9;10;10;9;9;9;10;9;9;Sí;9;9;9;;10;No ha buscado información;9;9;45-64;;Residente;9;9;9;9;Centro de Turismo de la Plaza Mayor;Residente;9;9
2023;44998;Hombre;Alemania;;En pareja;3 noches;;9;;9;NS/NC;;Tenía información previa de su ubicación;;9;9;9;9;9;9;9;9;9;Sí;8;9;8;;8;No ha buscado información;8;5;45-64;mapa;Ocio, recreo y vacaciones;9;8;8;9;Centro de Turismo de la Plaza Mayor;Avión;9;9
2023;44998;Mujer;Colombia;;En familia;3 noches;;10;;9;10;;Los ha encontrado en su recorrido;;10;10;10;10;9;NS/NC;8;8;10;Sí;10;NS/NC;8;;9;No ha buscado información;NS/NC;6;15-24;;Ocio, recreo y vacaciones;10;10;7;10;Centro de Turismo de la Plaza Mayor;Tren;10;10
2023;44998;Hombre;Eslovaquia;;En pareja;3 noches;;10;blogs;10;10;;Otros;;10;10;10;10;10;10;10;9;10;Sí;10;10;9;;9;Internet/web (Indicar páginas);10;9;45-64;Indicación de policía;Gastronomía;10;9;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;9
2023;44998;Hombre;Italia;;En pareja;3 noches;;7;;10;5;;Los ha encontrado en su recorrido;;10;10;10;5;6;9;10;8;10;Sí;5;5;3;;10;Guías turísticas publicadas sobre la ciudad;5;1;25-44;;Ocio, recreo y vacaciones;10;1;5;9;Centro de Turismo de la Plaza Mayor;Avión;4;5
2023;44998;Mujer;España;Barcelona;Con amigos;3 noches;;5;;5;5;;Los había visto anteriormente;;10;10;10;8;5;10;10;9;5;Sí;10;7;6;;5;Teléfono;2;6;45-64;;Familia;10;4;8;10;Centro de Turismo de la Plaza Mayor;Tren;4;8
2023;44998;Mujer;Reino Unido;;En pareja;De 4 a 7 noches;;10;agencias;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;9;10;10;Sí;NS/NC;NS/NC;10;;10;Otros (Indicar);9;10;+65;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT Cuesta de Moyano;Avión;10;9
2023;44998;Mujer;España;Barcelona;Con amigos;3 noches;;10;Familiares;10;10;;Tenía información previa de su ubicación;Rey León;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Otros (Indicar);10;10;+65;Recomendación de familiares;Ver un espectáculo en particular (Indicar cuál);10;10;10;10;Centro de Turismo de la Plaza Mayor;Tren;10;10
2023;44998;Mujer;España;La Coruña;En pareja;2 noches;;10;familia;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Otros (Indicar);10;10;25-44;;Cultura;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;10
2023;44998;Hombre;India;;En familia;2 noches;;10;booking;10;NS/NC;;Los ha encontrado en su recorrido;;9;9;10;9;10;9;10;9;10;Sí;NS/NC;NS/NC;9;;10;Internet/web (Indicar páginas);2;9;45-64;;Ocio, recreo y vacaciones;10;9;NS/NC;9;;Avión;10;9
2023;44998;Mujer;Israel;;En pareja;De 4 a 7 noches;;10;familia;9;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;9;;9;Otros (Indicar);9;9;+65;;Cultura;10;9;9;10;PIT de Callao;Avión;10;9
2023;44998;Hombre;Polonia;;En familia;De 1 a 2 semanas;;10;tripadvisor;10;9;;Los ha encontrado en su recorrido;;10;10;9;9;10;10;10;9;10;Sí;10;10;9;;8;Internet/web (Indicar páginas);10;8;25-44;;Ocio, recreo y vacaciones;10;9;9;10;Centro de Turismo de la Plaza Mayor;Avión;9;9
2023;44998;Mujer;España;Sevilla;En pareja;2 noches;;4;;NS/NC;10;;Los ha encontrado en su recorrido;;10;10;10;10;7;NS/NC;9;10;10;Sí;NS/NC;NS/NC;NS/NC;;8;No ha buscado información;5;NS/NC;45-64;;Ocio, recreo y vacaciones;10;NS/NC;NS/NC;10;PIT Palacio Real;Tren;10;NS/NC
2023;44998;Mujer;Perú;;En familia;3 noches;;10;;10;10;;Tenía información previa de su ubicación;;10;10;10;10;10;10;10;10;10;Sí;10;10;NS/NC;;10;No ha buscado información;10;NS/NC;25-44;PIT de Callao;Ocio, recreo y vacaciones;10;NS/NC;10;10;PIT de Callao;Avión;10;10
2023;44998;Hombre;España;Madrid;Sólo;Residente;;10;;10;10;;Tenía información previa de su ubicación;;10;10;10;10;10;10;7;10;10;Sí;10;10;NS/NC;;NS/NC;No ha buscado información;10;10;+65;usuario habitual;Cultura;10;NS/NC;10;10;PIT de Callao;Residente;10;9
2023;44998;Hombre;Alemania;;En pareja;3 noches;;10;;9;NS/NC;Más folletos en Alemán;Los ha encontrado en su recorrido;;10;10;10;10;10;9;10;9;10;Sí;NS/NC;NS/NC;8;;10;Guías turísticas publicadas sobre la ciudad;6;6;45-64;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT de Callao;Avión;10;7
2023;44998;Mujer;Colombia;;En pareja;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT del Paseo del Prado;Avión;10;10
2023;44998;Mujer;Colombia;;En pareja;De 4 a 7 noches;;10;blog de viajes;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;8;8;Sí;10;7;8;;10;Internet/web (Indicar páginas);7;1;25-44;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;10
2023;44998;Mujer;España;Huesca;En familia;3 noches;;9;;9;9;;Los ha encontrado en su recorrido;;9;9;9;9;9;9;9;9;9;Sí;9;9;9;;9;No ha buscado información;4;9;25-44;;Ocio, recreo y vacaciones;9;9;9;9;;Autobús;9;9
2023;44998;Mujer;Francia;;En pareja;De 4 a 7 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;7;10;NS/NC;;10;Guías turísticas publicadas sobre la ciudad;10;7;45-64;;Ocio, recreo y vacaciones;10;NS/NC;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;8
2023;44998;Mujer;Italia;;En pareja;2 noches;;8;google, foros, redes sociales;10;NS/NC;xxx è stata gentilissima;Los ha encontrado en su recorrido;patrimonio;10;10;10;10;9;10;9;10;10;Sí;7;NS/NC;9;;8;Internet/web (Indicar páginas);7;5;25-44;;Otros (Indicar cuál);10;10;8;10;PIT Palacio Real;Avión;10;10
2023;44998;Mujer;Francia;;En pareja;3 noches;;10;;8;7;;Los había visto anteriormente;;10;10;10;10;10;10;9;10;10;Sí;7;5;8;;8;Guías turísticas publicadas sobre la ciudad;8;1;+65;;Ocio, recreo y vacaciones;10;10;3;10;Centro de Turismo de la Plaza Mayor;Avión;10;8
2023;44998;Hombre;Canadá;;Con amigos;3 noches;;10;google;9;NS/NC;me gustaría que hubiera mapas de autobuses;Los ha encontrado en su recorrido;;10;10;9;7;10;10;10;NS/NC;NS/NC;Sí;7;10;NS/NC;;10;Internet/web (Indicar páginas);10;NS/NC;25-44;;Ocio, recreo y vacaciones;10;NS/NC;5;10;Centro de Turismo de la Plaza Mayor;Avión;10;7
2023;44998;Mujer;España;Barcelona;En pareja;3 noches;;10;MADRID SECRETO;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;9;10;NS/NC;;10;Internet/web (Indicar páginas);10;7;45-64;;Ocio, recreo y vacaciones;10;10;5;10;Centro de Turismo de la Plaza Mayor;Tren;10;5
2023;44998;Hombre;Israel;;En pareja;De 4 a 7 noches;;3;esmadrid;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;3;9;10;8;10;Sí;7;10;10;;6;Guías turísticas publicadas sobre la ciudad;8;9;25-44;;Ocio, recreo y vacaciones;10;9;9;10;PIT del Aeropuerto T-2;Avión;10;9
2023;44998;Hombre;España;Barcelona;En pareja;3 noches;;10;;10;NS/NC;El mapa es demasiado pequeño (no abarca la zona del estadio del Bernabéu) y no hay folletos ni guías en español;Los ha encontrado en su recorrido;;10;10;10;10;10;10;7;10;10;Sí;7;8;9;;6;Guías turísticas publicadas sobre la ciudad;7;1;25-44;;Ocio, recreo y vacaciones;10;10;5;9;Centro de Turismo de la Plaza Mayor;Tren;10;9
2023;44998;Mujer;Estados Unidos;;Grupo Organizado;De 4 a 7 noches;;10;Agencia de viajes;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;10;10;10;Sí;8;10;8;;8;Otros (Indicar);9;10;45-64;;Cultura;10;10;8;10;PIT Palacio Real;Avión;10;9
2023;44998;Mujer;Brasil;;En pareja;De 4 a 7 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;NS/NC;;10;Guías turísticas publicadas sobre la ciudad;5;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT del Paseo del Prado;Avión;10;10
2023;44998;Mujer;Reino Unido;;En pareja;3 noches;;7;esMadrid;9;7;;Los ha encontrado en su recorrido;;9;9;8;8;7;8;7;9;9;Sí;9;7;9;;9;Internet/web (Indicar páginas);7;9;+65;;Ocio, recreo y vacaciones;9;7;9;8;PIT Cuesta de Moyano;Avión;9;9
2023;44998;Hombre;Francia;;En pareja;De 4 a 7 noches;;2;;9;NS/NC;;Los ha encontrado en su recorrido;;8;8;8;8;9;6;8;8;8;Sí;6;6;9;;9;Guías turísticas publicadas sobre la ciudad;5;5;+65;;Ocio, recreo y vacaciones;8;9;6;7;Centro de Turismo de la Plaza Mayor;Avión;6;7
2023;44998;Hombre;Estados Unidos;;En pareja;De 4 a 7 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;Guías turísticas publicadas sobre la ciudad;6;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT Palacio Real;Avión;10;NS/NC
2023;44998;Hombre;Colombia;;En pareja;2 noches;;10;instagram;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Guías turísticas publicadas sobre la ciudad;10;9;25-44;;Tránsito;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;10
2023;44998;Hombre;Estados Unidos;;En pareja;2 noches;;10;derutapormadrid;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;9;10;10;Sí;9;8;9;;9;Internet/web (Indicar páginas);8;8;+65;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;8
2023;44998;Hombre;Alemania;;En familia;De 4 a 7 noches;;10;Redes Sociales;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;7;10;;10;Guías turísticas publicadas sobre la ciudad;6;5;45-64;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT Palacio Real;Avión;10;5
2023;44998;Mujer;Venezuela;;En pareja;De 1 a 2 semanas;;2;familia;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;8;10;8;8;9;7;8;9;8;Sí;6;8;9;;9;Otros (Indicar);6;10;25-44;;Ocio, recreo y vacaciones;10;9;8;8;PIT Cuesta de Moyano;Avión;8;8
2023;44998;Mujer;Grecia;;Grupo Organizado;De 4 a 7 noches;;2;agencia de viajes;NS/NC;NS/NC;;Los había visto anteriormente;;9;9;9;9;9;8;9;8;8;Sí;6;8;8;;8;Otros (Indicar);6;8;45-64;;Estudios;9;8;9;8;PIT de Callao;Avión;8;8
2023;44998;Mujer;Colombia;;Sólo;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Guías turísticas publicadas sobre la ciudad;10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT del Aeropuerto T-2;Avión;10;10
2023;44998;Hombre;Portugal;;Con amigos;3 noches;;10;;7;NS/NC;No publicaciones en idioma portugués;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;9;10;Sí;NS/NC;7;9;;10;No ha buscado información;5;3;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT de Callao;Avión;10;6
2023;44998;Mujer;Israel;;En pareja;De 4 a 7 noches;;10;google;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;10;10;;10;Internet/web (Indicar páginas);5;10;45-64;;Congresos, convenciones e incentivos;10;10;NS/NC;10;PIT Palacio Real;Avión;10;10
2023;44998;Hombre;Israel;;Con amigos;De 4 a 7 noches;;10;blog de viaje;10;NS/NC;No hay suficientes folletos en inglés o francés;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;5;10;3;;8;Guías turísticas publicadas sobre la ciudad;10;1;25-44;;Ocio, recreo y vacaciones;10;8;5;10;Centro de Turismo de la Plaza Mayor;Avión;10;10
2023;44998;Mujer;México;;Con amigos;3 noches;;10;instagram y esmadrid;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Guías turísticas publicadas sobre la ciudad;10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;PIT del Aeropuerto T-2;Avión;10;10
2023;44998;Hombre;Alemania;;Con amigos;3 noches;;10;google;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;Guías turísticas publicadas sobre la ciudad;NS/NC;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT Palacio Real;Avión;10;10
2023;44998;Mujer;Paraguay;;Sólo;De 2 semanas a 1 mes;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;9;9;10;9;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;7;10;45-64;;Familia;10;10;NS/NC;10;PIT de Callao;Avión;10;9
2023;44998;Hombre;España;Sevilla;En pareja;De 4 a 7 noches;;2;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;9;7;9;9;8;Sí;8;8;9;;9;No ha buscado información;5;10;15-24;;Ocio, recreo y vacaciones;9;9;8;8;PIT del Paseo del Prado;Autobús;8;8
2023;44998;Hombre;Reino Unido;;En pareja;3 noches;;9;blogs;9;9;;Los ha encontrado en su recorrido;;9;8;9;9;9;9;9;9;9;Sí;9;9;9;;9;Internet/web (Indicar páginas);8;9;45-64;;Ocio, recreo y vacaciones;9;9;8;9;PIT Cuesta de Moyano;Avión;9;9
2023;44998;Mujer;Reino Unido;;Con amigos;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;25-44;;Cultura;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;10
2023;44998;Mujer;España;Pontevedra;En familia;3 noches;;10;google;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;8;NS/NC;10;10;10;Sí;NS/NC;NS/NC;10;;10;Internet/web (Indicar páginas);NS/NC;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT Palacio Real;Tren;10;NS/NC
2023;44998;Hombre;Irlanda;;En pareja;De 4 a 7 noches;;10;Tripadvisor;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;8;10;10;10;Sí;10;10;10;;10;Internet/web (Indicar páginas);10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;PIT de Callao;Avión;10;10
2023;44998;Mujer;Puerto Rico;;Sólo;De 4 a 7 noches;;10;Oficina de turismo;10;NS/NC;Ayer me atendió XXX y me ayudó tanto a organizarme la visita que he querido repetir, y su compañera xxx no me ha decepcionado. Muchas gracias, un gusto.;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Otros (Indicar);10;10;25-44;;Cultura;10;10;10;10;PIT Palacio Real;Avión;10;10
2023;44998;Mujer;Francia;;En pareja;De 4 a 7 noches;;10;;8;10;No hay mapa ni guía ni folletos en francés;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;9;10;Sí;10;8;5;;7;Guías turísticas publicadas sobre la ciudad;7;1;+65;;Ocio, recreo y vacaciones;10;9;5;10;Centro de Turismo de la Plaza Mayor;Avión;10;10
2023;44998;Mujer;España;Murcia;En pareja;3 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;9;9;Sí;NS/NC;NS/NC;NS/NC;;8;No ha buscado información;5;10;45-64;;Ocio, recreo y vacaciones;10;9;NS/NC;9;PIT del Paseo del Prado;Tren;10;10
2023;44998;Mujer;España;Barcelona;En familia;3 noches;;10;tv;10;NS/NC;Faltan folletos en castellano y el plano no incluye el estadio Santiago Bernabéu.;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;NS/NC;NS/NC;;8;Otros (Indicar);5;8;25-44;;Ocio, recreo y vacaciones;10;10;10;10;PIT de Estadio Santiago Bernabéu;Tren;10;10
2023;44998;Mujer;Argentina;;En familia;2 noches;;9;Google;9;10;;Los ha encontrado en su recorrido;;10;10;9;10;9;10;9;10;9;Sí;10;10;8;;9;Internet/web (Indicar páginas);8;10;45-64;;Ocio, recreo y vacaciones;10;9;8;10;PIT de CentroCentro;Avión;10;10
2023;44998;Mujer;Uruguay;;En pareja;De 4 a 7 noches;;10;esmadrid.com;NS/NC;NS/NC;Se quejan de que refleja mucho el sol al ser de cristal, así como del ruido del tráfico rodado.;Los ha encontrado en su recorrido;;9;10;10;10;10;8;10;9;9;Sí;NS/NC;NS/NC;10;;10;Internet/web (Indicar páginas);6;10;45-64;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT del Paseo del Prado;Avión;NS/NC;7
2023;44998;Mujer;Brasil;;Con amigos;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;10;NS/NC;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;8;NS/NC;25-44;;Ocio, recreo y vacaciones;10;NS/NC;NS/NC;10;PIT de Callao;Avión;10;10
2023;44998;Mujer;Italia;;En pareja;De 4 a 7 noches;;10;blogs e instagram;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Internet/web (Indicar páginas);10;10;+65;;Cultura;10;9;10;10;PIT de CentroCentro;Avión;10;10
2023;44998;Hombre;Italia;;En pareja;3 noches;;9;no recuerdan ninguna en concreto;10;NS/NC;Echan de menos más folletos en italiano y comentaron que les choca ver a informadores turísticos con sudaderas.;Los había visto anteriormente;;10;10;9;10;10;10;8;10;9;Sí;NS/NC;NS/NC;10;;10;Internet/web (Indicar páginas);7;4;25-44;;Negocios;10;10;7;10;PIT del Paseo del Prado;Avión;7;8
2023;44998;Mujer;México;;Grupo Organizado;De 3 meses a 1 año;;9;perfiles de Instagram sobre Madrid;10;9;;Tenía información previa de su ubicación;;10;10;10;10;10;10;10;9;9;Sí;NS/NC;NS/NC;10;;10;Otros (Indicar);4;10;25-44;su profesor estuvo hace tiempo en Madrid;Estudios;10;10;NS/NC;10;PIT del Paseo del Prado;Avión;10;NS/NC
2023;44998;Mujer;Francia;;En pareja;De 4 a 7 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;9;10;45-64;;Salud;10;10;NS/NC;10;PIT del Paseo del Prado;Avión;10;NS/NC
2023;44998;Mujer;España;Madrid;Con amigos;Residente;;9;;10;9;;Los había visto anteriormente;;10;10;10;9;10;10;10;10;9;Sí;10;9;9;;10;No ha buscado información;7;10;45-64;;Familia;10;9;9;9;PIT de Callao;Residente;10;8
2023;44998;Hombre;España;Cádiz;Con amigos;3 noches;;8;RRSS;10;10;;Tenía información previa de su ubicación;;9;9;9;10;10;10;10;10;9;Sí;9;10;10;;10;Otros (Indicar);9;9;25-44;lo vieron por el mapa suministrado en PIT Callao;Ocio, recreo y vacaciones;9;10;10;9;PIT del Paseo del Prado;Coche particular;9;9
2023;44998;Mujer;España;Madrid;Residente;Residente;;1;;NS/NC;NS/NC;;Los había visto anteriormente;;9;10;9;9;9;8;9;8;8;Sí;8;8;9;;9;No ha buscado información;6;10;45-64;;Residente;10;9;8;8;PIT Cuesta de Moyano;Residente;8;8
2023;44998;Mujer;Países Bajos;;En pareja;De 4 a 7 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;Guías turísticas publicadas sobre la ciudad;10;9;45-64;;Ocio, recreo y vacaciones;10;8;NS/NC;10;PIT del Paseo del Prado;Avión;10;9
2023;44998;Mujer;Argentina;;En familia;De 4 a 7 noches;;10;google;10;10;;Los había visto anteriormente;;10;10;10;10;10;NS/NC;10;10;10;Sí;NS/NC;10;10;;10;Guías turísticas publicadas sobre la ciudad;10;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT Palacio Real;Avión;10;10
2023;44998;Mujer;España;Valencia;En familia;2 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;8;10;+65;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT de Callao;Tren;10;6
2023;44998;Mujer;Estados Unidos;;En familia;De 4 a 7 noches;;2;;NS/NC;NS/NC;;Tenía información previa de su ubicación;;9;9;9;9;9;8;8;8;8;Sí;8;8;9;;9;Guías turísticas publicadas sobre la ciudad;6;8;25-44;mapa;Ocio, recreo y vacaciones;9;9;8;9;PIT de Callao;Avión;9;8
2023;44998;Hombre;España;Barcelona;En pareja;2 noches;;1;tripadvisor;3;NS/NC;;Los ha encontrado en su recorrido;El Rey León;10;9;9;9;10;9;8;9;10;Sí;9;8;10;;10;Internet/web (Indicar páginas);8;10;45-64;;Ver un espectáculo en particular (Indicar cuál);10;10;8;9;PIT Cuesta de Moyano;Tren;10;8
2023;44998;Hombre;Francia;;En pareja;De 4 a 7 noches;;9;;9;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;9;10;9;9;9;Sí;NS/NC;NS/NC;9;;8;Guías turísticas publicadas sobre la ciudad;5;8;45-64;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT del Paseo del Prado;Avión;10;10
2023;44998;Hombre;España;Córdoba;En pareja;3 noches;;9;;9;10;;Los ha encontrado en su recorrido;;10;10;10;9;10;10;10;9;9;Sí;10;9;10;;10;Guías turísticas publicadas sobre la ciudad;9;9;25-44;;Ocio, recreo y vacaciones;10;10;9;9;PIT de Atocha;Tren;10;9
2023;44998;Hombre;Turquía;;En pareja;De 4 a 7 noches;;2;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;9;8;8;9;8;Sí;7;8;8;;9;No ha buscado información;7;9;25-44;;Ocio, recreo y vacaciones;9;8;7;9;PIT de Atocha;Avión;9;8
2023;44998;Hombre;Alemania;;En pareja;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;8;10;10;Sí;10;10;NS/NC;;10;Guías turísticas publicadas sobre la ciudad;10;10;45-64;;Ocio, recreo y vacaciones;10;10;5;10;Centro de Turismo de la Plaza Mayor;Tren;10;10
